"","id","downloads","citations","views","total_checks","passed_checks","warning_checks","failed_checks","failures"
"655","doi%3A10.6085%2FAA%2FPOHX00_XXXIBTNXTSR01_20090923.50.1",1,0,64,20,13,4,3,"The abstract is only 71 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"656","doi%3A10.6085%2FAA%2FFCKX00_XXXITBDXLSR01_20070812.50.1",2,0,3,20,13,4,3,"The abstract is only 79 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"657","doi%3A10.6085%2FAA%2FFCKX00_XXXITBDXMMR02_20071025.50.1",3,0,5,20,13,4,3,"The abstract is only 79 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"658","doi%3A10.5063%2FF1SQ8XJ6",38,0,218,16,14,0,2,"The number of words in the dataset's title is 5. The minimum recommended word count is 7.identificationThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identification"
"659","doi%3A10.6085%2FAA%2FIBRSXX_XXXITBDXLZR01_20021106.50.5",0,0,87,20,13,4,3,"The abstract is only 63 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"660","doi%3A10.5063%2FAA%2FKNZ.12.2",0,0,276,16,11,1,4,"The abstract is only 84 word(s) long but 100 or more is required.discoveryThe number of words in the dataset's title is 3. The minimum required word count is 7.identificationThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification"
"661","doi%3A10.6085%2FAA%2FWRK002_010MTBD000R00_20031105.50.5",0,0,76,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"662","doi%3A10.5063%2FAA%2Fnrs.507.1",0,0,191,16,11,1,4,"The abstract is only 67 word(s) long but 100 or more is required.discoveryThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification1 of 1 method step descriptions have fewer than the minimum recommended 7 wordsinterpretation"
"663","doi%3A10.6085%2FAA%2FWRK001_024MTBD004R00_20070720.50.1",0,0,65,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"664","doi%3A10.6085%2FAA%2FCMRX00_XXXITV2XLSR03_20091103.50.1",4,0,62,20,13,4,3,"The abstract is only 81 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"665","doi%3A10.6085%2FAA%2FTMBX00_XXXITBDXHSR01_20021005.50.4",0,0,72,20,13,4,3,"The abstract is only 65 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"666","doi%3A10.6085%2FAA%2FLB15XX_015MTBD004R00_20080516.50.1",2,0,71,20,14,3,3,"The abstract is only 59 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"667","doi%3A10.6085%2FAA%2FBBYX00_XXXIBTNXTSR01_20111129.50.1",0,0,8,20,13,4,3,"The abstract is only 70 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"668","nrs.901.1",0,0,161,16,12,2,2,"The number of words in the dataset's title is 5. The minimum recommended word count is 7.identificationThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identification"
"669","doi%3A10.6085%2FAA%2FWILXXX_015MTBD003R00_20011005.50.5",1,0,77,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"670","doi%3A10.6085%2FAA%2FSRKX00_XXXIBTNXTSR01_20090920.50.2",1,0,72,20,13,4,3,"The abstract is only 70 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"671","doi%3A10.6085%2FAA%2FJALXXX_015MTBD003R00_20011102.50.5",0,0,79,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"672","doi%3A10.6085%2FAA%2FTPT001_018MXTI017R00_20090926.50.1",0,0,66,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"673","doi%3A10.6085%2FAA%2FFCKX00_XXXITBDXMMR02_20081210.50.2",3,0,74,20,13,4,3,"The abstract is only 79 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"674","doi%3A10.6085%2FAA%2FSHS15X_015MTV2014R00_20100726.50.1",0,0,61,20,13,4,3,"The abstract is only 62 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"675","doi%3A10.6085%2FAA%2FFCKX00_XXXITBDXMMR02_20080919.50.2",3,0,74,20,13,4,3,"The abstract is only 79 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"676","doi%3A10.6085%2FAA%2FSMSXXX_015ADCP015R00_20100812.50.2",0,0,13,20,15,2,3,"The abstract is only 68 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"677","doi%3A10.6085%2FAA%2FSRKX00_XXXIBTNXTSR01_20090306.50.1",2,0,64,20,13,4,3,"The abstract is only 70 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"678","doi%3A10.6085%2FAA%2FSRKX00_XXXITV2XMMR01_20120405.50.1",5,0,8,20,13,4,3,"The abstract is only 81 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"679","doi%3A10.6085%2FAA%2FWRK001_024MTBD000R00_20080411.50.1",0,0,65,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"680","doi%3A10.6085%2FAA%2FYBHX00_XXXITBDXLSR03_20070810.50.1",4,0,6,20,13,4,3,"The abstract is only 79 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"681","doi%3A10.6085%2FAA%2FSCPXXX_015ADCP015R00_20110928.50.2",2,0,13,20,15,2,3,"The abstract is only 68 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"682","doi%3A10.6085%2FAA%2FKL015X_015MTBD014R00_20060531.50.6",1,0,21,20,14,3,3,"The abstract is only 57 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"683","doi%3A10.6085%2FAA%2FYBHX00_XXXITBDXMMR01_20030531.50.6",3,0,83,20,13,4,3,"The abstract is only 74 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"684","doi%3A10.5063%2FAA%2Fbowdish.251.9",176,0,NA,20,10,5,5,"The document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA description of this dataset's temporal coverage is not present.discoveryA textual description of the geographic coverage of this dataset is not present.discoveryA set of bounding coordinates describing the geographic coverage of this dataset is not present.discoveryA publication date is not present.identification"
"685","doi%3A10.6085%2FAA%2FSRKX00_XXXIBTNXMBR12_20100625.50.1",3,0,64,20,14,4,2,"More than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"686","doi%3A10.6085%2FAA%2Fpisco_recruitment.1426.1",147,0,75,20,14,4,2,"The document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification"
"687","doi%3A10.6085%2FAA%2FARGXXX_015MTBD003R00_20080813.50.1",1,0,11,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"688","doi%3A10.6085%2FAA%2FRKPX00_XXXIBTNXTSR01_20071001.50.1",1,0,11,20,13,4,3,"The abstract is only 70 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"689","doi%3A10.6085%2FAA%2FSWC001_022MXTI021R00_20080208.50.1",0,0,68,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"690","doi%3A10.6085%2FAA%2FLBN15X_015MTBD014R00_20050425.50.6",3,0,85,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"691","doi%3A10.6085%2FAA%2FLAC001_023MHP2004R00_20080921.50.1",0,0,70,20,14,3,3,"The abstract is only 61 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"692","doi%3A10.6085%2FAA%2FGHVX00_XXXITBDXLSR02_20060225.50.6",1,0,81,20,13,4,3,"The abstract is only 60 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"693","doi%3A10.6085%2FAA%2FLB30XX_030MXTI021R00_20060816.50.1",1,0,8,20,14,3,3,"The abstract is only 59 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
